"Card_Number","Card_Name","Category","Item_Name","Pull_Qty","Open_Qty","PRN_Qty","Unit","Lawson_Number","Bin_Location","Notes"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable",", 10705031039681Sut Vicryl 2-0 Sh Ndl 27in J417hJ417H","1","0","1","EA","","HBROR - A4C5-30011566","Required"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable",", 10705031039643Sut Vicryl 4-0 Sh Ndl 27in Undyed J415hJ415H","1","0","1","EA","","HBROR - A4C6-10004653","Required"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable",", 10884521104372Stapler Skin Appose 35 Wide 12/Bx 48/Ca D-027582-10108886803712","0","0","0","EA","","HBROR - A5C2-22051924","PRN / Inactive"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable",", 00707387507343DRAPE IOBAN STERI INCISE SM 35CM X 35CM 10EA/","1","0","1","BX","","HBROR - A5C6-19000416","Required"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable","0EZ","6","6","4","EA","","","Required"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable",", 10705031054370Sut Vicryl Plus 2-0 Violet Ur- 6 Ndl 27in Vcp602hVCP602H","1","0","1","EA","","HBROR025070","Required"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable",", 10884521709874COVER WAND RF DETECTABLE ST01-0020","1","0","1","EA","","HBROR025178","Required"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable","/CA S-317945/444131 2F7114","0","0","0","EA","","HBROR032867Glove Dpc Latex Free Biogel GLVDPC1EA000HBROR032869Glove Dpc Duraprene Plus PfGLVDPC3EA000HBROR032870Glove Dpc Pi ProtexisGLVDPC4EA000HBROR032871Glove Dpc Ortho ProtexisGLVDPC5EA000HBROR032872Glove Dpc Blue ProtexisGLVDPC6EA000HBROR032873Glove Dpc Micro ProtexisGLVDPC7EA110HBROR051941SOLN IRRIG H2O ST 1000ML BTL 12","PRN / Inactive"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable",", 20080196692955Sponge Super Prep 6x6.75 O-002328NON25854","1","1","0","EA","","HBROR053921Chloraprep 26ml Orng St O-050864930815EA110HBROR054986","Required"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable",", 10195327017095PACK PROCEDURE LITHOTOMY CUSTOM STERILEDYNJ80236","1","1","0","EA","","HBROR239051","Required"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable",", 10192253047868Drsg Gauze 5x9 St Xeroform R-0533978884433605","2","0","2","EA","","HBROR315421","Required"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Supply / Disposable",", 10080196739714Drape Surg 77x53in Fanfold Rei Nforced AuroraDYNJP2414","2","0","2","EA","","HBROR341292","Required"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Drug / Medication","bupivacaine 0.25%-EPINEPHrine 1:200,000 (MARCAINE-PF w/EPI) injection (30 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Drug / Medication","matrix hemostatic sealant (FLOSEAL) (10 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Drug / Medication","Comments: h/asodium chloride 0.9% (NS) irrigation (1,000 mL)","1","1","0","EA","","Pharmacy","Open"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-70803","EXCISION/REPAIR: SOFT TISSUE GENITALIA  - FIGLER, B","Instrument / Tray","HBR URO Urology Minor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","1","0","EA","","HBROR - A3C1-41100642","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 00801741049569EVACUATOR SUCTION 100ML 10/BX D-2244810070740","0","0","0","EA","","HBROR - A3C3-15001712","PRN / Inactive"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10885380027390GLOVE SURG SZ 7 BLUE W/NEU-THERA LF PF ST PROTEXIS PI 2D73EB70","1","1","0","EA","","HBROR - A4C3-19051132","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10885380031946GLOVE SURG SZ 7 SYNTHETIC CREAM LF PF ST PROTEXIS PI 2D72PT70X","1","1","0","EA","","HBROR - A4C3-4051091","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10705031002173SUT ETHILON 2-0 PSLX 30IN 36PK/BX D-3400681697H","1","0","1","EA","","HBROR - A4C4-30000638","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10705031061996Sut Pds Ii 0 Tp-1ndl 60in Loop Z991g 12pk/BxZ991G","2","2","0","EA","","HBROR - A4C4-39017499","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10705031059375SUT MONOCRYL 4-0 PS2 18IN SUT UNDYED MONOFIL ABSORB 1Y496G","2","0","2","EA","","HBROR - A4C6-34000810","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10705031042919SUT 3-0 VIO BRD 8-18IN SA SH CR COATED VICRYL 12/BX OJ774D","1","1","0","EA","","HBROR - A4C6-9000722","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10884521104372Stapler Skin Appose 35 Wide 12/Bx 48/Ca D-027582-10108886803712","0","0","0","EA","","HBROR - A5C2-22051924","PRN / Inactive"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10705031203532Adhesive Skin Dermabond Advanc D 12/Bx O 128446 N-389DNX12","2","2","0","EA","","HBROR - A6C2-32051163","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10884521004726Tube Salem Sump W/Arv 18fr 50/Ca D-113379 N-055031 8888266148","1","1","0","EA","","HBROR001878","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10884521709874COVER WAND RF DETECTABLE ST01-0020","1","0","1","EA","","HBROR025178","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR032790Pack 4 Gown W","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable","/CA S-317945/444131 2F7114","0","0","0","EA","","HBROR032867Glove Dpc Latex Free Biogel GLVDPC1EA000HBROR032869Glove Dpc Duraprene Plus PfGLVDPC3EA000HBROR032870Glove Dpc Pi ProtexisGLVDPC4EA000HBROR032871Glove Dpc Ortho ProtexisGLVDPC5EA000HBROR032872Glove Dpc Blue ProtexisGLVDPC6EA000HBROR032873Glove Dpc Micro ProtexisGLVDPC7EA110HBROR051941SOLN IRRIG H2O ST 1000ML BTL 12","PRN / Inactive"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 00801741090769Drain Flat Silicone 10mm 10/Ca O-001604-2243760070440","0","0","0","EA","","HBROR052692","PRN / Inactive"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10080196723140Drape Surg 121x102x78in Lap TDYNJP3003","1","1","0","EA","","HBROR052795SLEEVE SCD KNEE LENGTH MED 21IN BLENDED EXPRESS KENDA9529BPR110HBROR218815","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 00707387775162Blanket Upper Body R-00137442234","1","1","0","EA","","HBROR224118","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10080196751839Dressing 2x2 Island R-002417MSC3222","1","1","0","EA","","HBROR232221","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Supply / Disposable",", 10195327016777PACK PROCEDURE UROLOGY CUSTOM STERILEDYNJ80252","1","1","0","EA","","HBROR239076","Required"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Drug / Medication","bupivacaine 0.25%-EPINEPHrine 1:200,000 (MARCAINE-PF w/EPI) injection (30 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Instrument / Tray","HBR GEN Bookwalter Retractor A","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Instrument / Tray","HBR GEN Bookwalter Retractor B","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Instrument / Tray","HBR GEN Major","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-78821","EXPLORATORY LAPAROTOMY - FIGLER, B","Instrument / Tray","HBR URO Urology Long Extras","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00888937015478Stay Surgical Elastic Single H Ook 5mm Blue3311-1GEANote: Lithotomy 101HBROR - A3C1-12050936, 10884521713291Blade Electrode 6.5 In 50/Ca O- 010890 D-004976E1551-6","8","0","8","EA","","HBROR - A1C3-27014783","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","0","1","EA","","HBROR - A3C1-18013263Forcep Bipolar Cautery Bayonet Insulated20-1370IEA110HBROR - A3C1-41100642","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10884524000053Pencil Cautery Electrosurg W/Holster 50/CaE2516H","1","1","0","EA","","HBROR - A3C1-6050934","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00085412001050Set Irrigation Cysto W/Cath 81In Ad Pr Clamp D-0108352C4040","1","1","0","EA","","HBROR - A3C3-24052011","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10884521007819PLUG CATHETER DRAINAGE PROTECTOR CA/50 R-3446221600","1","0","1","EA","","HBROR - A3C5-8 001702","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10885380027291GLOVE SURG SZ 7.5 CREAM SYNTHETIC LF PF PROTEXIS PI M2D73PM75","2","1","1","EA","","HBROR - A4C3-13051084","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10885380027406GLOVE SURG SZ 7.5 BLUE W/NEU-THERA LF PF ST PROTEXIS 2D73EB75","2","1","1","EA","","HBROR - A4C3-20051133","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10884521104372Stapler Skin Appose 35 Wide 12/Bx 48/Ca D-027582-10108886803712","1","1","0","EA","","HBROR - A5C2-22051924","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00382903028306Syringe 20ml Ll 48/Bx Ca/192 N-396178302830","1","1","0","EA","","HBROR - A5C3-1051860","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00382903029952Syringe 10ml Ll 5/Sr /Bx/200 400/Ca O-000599302995","2","2","0","EA","","HBROR - A5C3-10052913","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00382903051960NDL HYPODERMIC 18 GA 1.5IN REG BEVEL PRECISIONGLIDE 305196","1","1","0","EA","","HBROR - A5C3-12000553","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00382904051822NDL SPINAL QUINCKE POINT 20GA 25/","1","1","0","BX","","HBROR - A5C3-18000527","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable","182","4","0","5","EA","","","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00707387507350DRAPE STERI INCISE LG 60X45CM IOBAN 10EA/BX D-355296 6650EZEANote: If lithotomy case202HBROR - A6C1-11050697, 10884521700956Sponge Lap Rfd 18x18 Str 5/Pk 40pk/Ca S-INST-0631-118L1818-04P01C-1","2","0","2","PK","","HBROR - A5C6-20000415","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00653405002171Cord Bipolar 12ft Disp135166","1","1","0","EA","","HBROR362918Panties Mesh Xl 45in-70in O-002041MSC86400EA110HBROR382986BLADE SURG NO 11 PREMIUM TECHNOCUT O-00022403741EA110HBROR448590PACK MINOR UROLOGYDYNJT7137EA101HBROR010894","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR032790Pack 4 Gown W","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable","/CA S-317945/444131 2F7114","1","1","0","EA","","HBROR051941SOLN IRRIG H2O ST 1000ML BTL 12","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10193489378023Set Marker Skin Utility W/Lab Els O-395055LBL0001291","1","1","0","EA","","HBROR052795SLEEVE SCD KNEE LENGTH MED 21IN BLENDED EXPRESS KENDA9529BPR220HBROR053921Chloraprep 26ml Orng St O-050864930815EA101HBROR054140","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 20080196692955Sponge Super Prep 6x6.75 O-002328NON25854","2","2","0","EA","","HBROR054986","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10884521713321Electrode Stnls Stl Ndl 1.1in D-026608E1552","1","0","1","EA","","HBROR100014","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00801741029752Cath Foley Silc 16fr 5ml 12/Ca N-001480165816","2","1","1","EA","","HBROR101539","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 80080196288419Legging Lithotomy Convt R-002147DYNJP2461","1","1","0","EA","","HBROR220255","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00707387775162Blanket Upper Body R-00137442234","1","1","0","EA","","HBROR224118","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10080196845460Cath Foley Sil 18fr 5ml Bal 2w AyDYND11503","1","0","1","EA","","HBROR226443","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10888277107465Tip Suction Yankau Std On OffOR164","1","1","0","EA","","HBROR266357","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00801741029509BAG DRAINAGE URINE 2000ML 48IN TUBE ANTI REFLUX CHAMB154002","1","0","1","EA","","HBROR315222","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00801741029738Cath Foley Silc 12fr 5ml Ball 12/Ca N-001478165812","1","0","1","EA","","HBROR356599","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10885380142994Drape Lithotomy 35x44x102in Lf St Disp29455","1","0","1","EA","","HBROR357149","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 00827002266551Introducer Suprapubic One-StepG26655","1","1","0","EA","","HBROR372983","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10858701006282Kit Surg Spy-Phi Drug DrapeHH9006","1","1","0","EA","","HBROR392095","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10080196291588Lube Jelly 2oz St Flip Top Tub E O-051123 R-395032 MDS032285","1","1","0","EA","","HBROR395053","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Supply / Disposable",", 10080196845095DRESSING GAUZE ROLL 3.4INX3.6YD 6 PLY COTTON LF ST BUNON25861","2","2","0","EA","","HBROR422025","Required"
"M-74397","METOIDIOPLASTY - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-74397","METOIDIOPLASTY - FIGLER, B","Drug / Medication","bupivacaine 0.25%-EPINEPHrine 1:200,000 (MARCAINE-PF w/EPI) injection (30 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-74397","METOIDIOPLASTY - FIGLER, B","Drug / Medication","sterile water for irrigation (1,000 mL)","1","1","0","EA","","Pharmacy","Open"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","Device Spy Phi","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","ESU","2","2","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","2 needed for vaginoplasty casesGenerator Ligasure","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","Headlight","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","Stand Mayo","2","2","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","Table Back Large","2","2","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","Table OR Trumpf 7000","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","Video Tower","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Instrument / Tray","HBR GYN Weighted Speculums","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Instrument / Tray","HBR URO Olympus HD Flexible Cystoscope","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Instrument / Tray","HBR URO Perineal Bookwalter A","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Instrument / Tray","HBR URO Perineal Bookwalter B","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Instrument / Tray","HBR URO Recon","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-74397","METOIDIOPLASTY - FIGLER, B","Instrument / Tray","HBR URO Urology Minor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","1","0","EA","","HBROR - A3C1-41100642","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 10884524000053Pencil Cautery Electrosurg W/Holster 50/CaE2516H","1","1","0","EA","","HBROR - A3C1-6050934","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 07332551292706GLOVE SURG UNDER SZ 7.5 BLUE LF PF ST BIOGEL PI INDIC41675","1","1","0","EA","","HBROR - A4C2-12027325","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 10885380027406GLOVE SURG SZ 7.5 BLUE W/NEU-THERA LF PF ST PROTEXIS 2D73EB75","1","1","0","EA","","HBROR - A4C3-20051133","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 10885380031953GLOVE SURG SZ 7.5 SYNTHETIC CREAM LF PF ST PROTEXIS P2D72PT75X","1","1","0","EA","","HBROR - A4C3-5051092","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 10705031203532Adhesive Skin Dermabond Advanc D 12/Bx O 128446 N-389DNX12","2","1","1","EA","","HBROR - A6C2-32051163","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 00707387444433DRAPE POUCH IOBAN 26658EANote: Uses a second for Salvage procedures101HBROR025178, 10884521709874COVER WAND RF DETECTABLE ST01-0020","1","1","0","EA","","HBROR448590PACK MINOR UROLOGYDYNJT7137EA211HBROR003415","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable","/Pk127503","1","1","0","EA","","HBROR032402Towel Drape 5","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR032790Pack 4 Gown W","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 10080196723140Drape Surg 121x102x78in Lap TDYNJP3003","0","0","0","EA","","HBROR032867Glove Dpc Latex Free Biogel GLVDPC1EA000HBROR032869Glove Dpc Duraprene Plus PfGLVDPC3EA000HBROR032870Glove Dpc Pi ProtexisGLVDPC4EA000HBROR032871Glove Dpc Ortho ProtexisGLVDPC5EA000HBROR032872Glove Dpc Blue ProtexisGLVDPC6EA000HBROR032873Glove Dpc Micro ProtexisGLVDPC7EA220HBROR053921Chloraprep 26ml Orng St O-050864930815EA110HBROR218815","PRN / Inactive"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 10888277107465Tip Suction Yankau Std On OffOR164","1","1","0","EA","","HBROR266357","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 10080196692378Dressing Roll Sof-Form 2in 12/Bx R-002004NON25496","1","1","0","EA","","HBROR341740","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Supply / Disposable",", 10080196998593Tray Skin Prep O-000455DYND70661","1","1","0","EA","","HBROR347533","Required"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Drug / Medication","sodium chloride 0.9% (NS) irrigation (1,000 mL)","1","1","0","EA","","Pharmacy","Open"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Drug / Medication","sterile water for irrigation (1,000 mL)","1","1","0","EA","","Pharmacy","Open"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-83509","METOIDIOPLASTY SECOND STAGE WITH IMPLANTS - FIGLER, B","Instrument / Tray","HBR URO Urology Minor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-75977","MINOR GENITAL - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","1","0","EA","","HBROR - A3C1-41100642","Required"
"M-75977","MINOR GENITAL - FIGLER, B","Supply / Disposable",", 10884524000053Pencil Cautery Electrosurg W/Holster 50/CaE2516H","1","1","0","EA","","HBROR - A3C1-6050934","Required"
"M-75977","MINOR GENITAL - FIGLER, B","Supply / Disposable",", 10885380027291GLOVE SURG SZ 7.5 CREAM SYNTHETIC LF PF PROTEXIS PI M2D73PM75","4","2","2","EA","","HBROR - A4C3-13051084","Required"
"M-75977","MINOR GENITAL - FIGLER, B","Supply / Disposable",", 10885380027390GLOVE SURG SZ 7 BLUE W/NEU-THERA LF PF ST PROTEXIS PI 2D73EB70","1","1","0","EA","","HBROR - A4C3-19051132","Required"
"M-75977","MINOR GENITAL - FIGLER, B","Supply / Disposable",", 10885380027406GLOVE SURG SZ 7.5 BLUE W/NEU-THERA LF PF ST PROTEXIS 2D73EB75","2","1","1","EA","","HBROR - A4C3-20051133","Required"
